creationDate|Post.id|Person.id|type
2012-07-29T00:15:11.336Z|1030792151040|21990232555526|HAS_CREATOR
2012-07-29T00:15:12.336Z|1030792151041|21990232555526|HAS_CREATOR
2012-07-29T00:15:13.336Z|1030792151042|21990232555526|HAS_CREATOR
2012-07-29T00:15:14.336Z|1030792151043|21990232555526|HAS_CREATOR
2012-07-29T00:15:15.336Z|1030792151044|21990232555526|HAS_CREATOR
2012-07-29T00:15:16.336Z|1030792151045|21990232555526|HAS_CREATOR
2012-07-29T00:15:17.336Z|1030792151046|21990232555526|HAS_CREATOR
2012-07-29T00:15:18.336Z|1030792151047|21990232555526|HAS_CREATOR
2012-07-29T00:15:19.336Z|1030792151048|21990232555526|HAS_CREATOR
2012-07-29T00:15:20.336Z|1030792151049|21990232555526|HAS_CREATOR
2012-07-29T00:15:21.336Z|1030792151050|21990232555526|HAS_CREATOR
2012-07-29T00:15:22.336Z|1030792151051|21990232555526|HAS_CREATOR
2012-07-29T00:15:23.336Z|1030792151052|21990232555526|HAS_CREATOR
2012-07-29T00:15:24.336Z|1030792151053|21990232555526|HAS_CREATOR
2012-07-29T00:15:25.336Z|1030792151054|21990232555526|HAS_CREATOR
2012-07-29T00:15:27.336Z|1030792151056|21990232555526|HAS_CREATOR
2012-07-29T00:15:28.336Z|1030792151057|21990232555526|HAS_CREATOR
2012-07-29T00:15:29.336Z|1030792151058|21990232555526|HAS_CREATOR
2012-01-27T12:49:08.866Z|824633720867|21990232555526|HAS_CREATOR
2012-01-27T12:49:09.866Z|824633720868|21990232555526|HAS_CREATOR
2012-01-27T12:49:10.866Z|824633720869|21990232555526|HAS_CREATOR
2012-01-27T12:49:12.866Z|824633720871|21990232555526|HAS_CREATOR
2012-01-27T12:49:13.866Z|824633720872|21990232555526|HAS_CREATOR
2012-01-27T12:49:14.866Z|824633720873|21990232555526|HAS_CREATOR
2012-04-12T08:18:18.462Z|893353197610|21990232555526|HAS_CREATOR
2012-05-13T20:46:54.373Z|962072674347|21990232555526|HAS_CREATOR
2012-05-13T20:46:55.373Z|962072674348|21990232555526|HAS_CREATOR
2012-04-06T19:07:14.077Z|893353197613|21990232555526|HAS_CREATOR
2012-04-06T19:07:15.077Z|893353197614|21990232555526|HAS_CREATOR
2012-04-06T19:07:16.077Z|893353197615|21990232555526|HAS_CREATOR
2012-04-06T19:07:17.077Z|893353197616|21990232555526|HAS_CREATOR
2012-04-06T19:07:18.077Z|893353197617|21990232555526|HAS_CREATOR
2012-04-06T19:07:19.077Z|893353197618|21990232555526|HAS_CREATOR
2012-04-06T19:07:20.077Z|893353197619|21990232555526|HAS_CREATOR
2012-04-06T19:07:21.077Z|893353197620|21990232555526|HAS_CREATOR
2012-04-06T19:07:22.077Z|893353197621|21990232555526|HAS_CREATOR
2012-04-06T19:07:23.077Z|893353197622|21990232555526|HAS_CREATOR
2012-04-06T19:07:24.077Z|893353197623|21990232555526|HAS_CREATOR
2012-04-06T19:07:25.077Z|893353197624|21990232555526|HAS_CREATOR
2012-04-06T19:07:26.077Z|893353197625|21990232555526|HAS_CREATOR
2012-04-06T19:07:27.077Z|893353197626|21990232555526|HAS_CREATOR
2012-04-06T19:07:28.077Z|893353197627|21990232555526|HAS_CREATOR
2012-04-06T19:07:29.077Z|893353197628|21990232555526|HAS_CREATOR
2012-04-05T02:04:15.418Z|893353197649|21990232555526|HAS_CREATOR
2012-09-08T16:48:23.089Z|1099511627858|21990232555526|HAS_CREATOR
2012-09-08T16:48:24.089Z|1099511627859|21990232555526|HAS_CREATOR
2012-09-08T16:48:25.089Z|1099511627860|21990232555526|HAS_CREATOR
2012-09-08T16:48:26.089Z|1099511627861|21990232555526|HAS_CREATOR
2012-09-08T16:48:27.089Z|1099511627862|21990232555526|HAS_CREATOR
2012-09-08T16:48:28.089Z|1099511627863|21990232555526|HAS_CREATOR
2012-09-08T16:48:29.089Z|1099511627864|21990232555526|HAS_CREATOR
2012-09-08T16:48:30.089Z|1099511627865|21990232555526|HAS_CREATOR
2012-09-08T16:48:31.089Z|1099511627866|21990232555526|HAS_CREATOR
2012-09-08T16:48:33.089Z|1099511627868|21990232555526|HAS_CREATOR
2012-09-08T16:48:34.089Z|1099511627869|21990232555526|HAS_CREATOR
2012-09-08T16:48:35.089Z|1099511627870|21990232555526|HAS_CREATOR
2012-09-08T16:48:36.089Z|1099511627871|21990232555526|HAS_CREATOR
2012-09-08T16:48:37.089Z|1099511627872|21990232555526|HAS_CREATOR
2012-09-08T16:48:38.089Z|1099511627873|21990232555526|HAS_CREATOR
2012-09-08T16:48:40.089Z|1099511627875|21990232555526|HAS_CREATOR
2012-09-08T16:48:41.089Z|1099511627876|21990232555526|HAS_CREATOR
2012-06-27T19:31:38.129Z|962072674405|21990232555526|HAS_CREATOR
2012-06-27T19:31:39.129Z|962072674406|21990232555526|HAS_CREATOR
2012-06-27T19:31:40.129Z|962072674407|21990232555526|HAS_CREATOR
2012-06-27T19:31:41.129Z|962072674408|21990232555526|HAS_CREATOR
2012-06-27T19:31:42.129Z|962072674409|21990232555526|HAS_CREATOR
