creationDate|Person.id|Tag.id
2012-03-30T10:11:12.788+00:00|28587302322180|139
2012-03-30T10:11:12.788+00:00|28587302322180|294
2012-03-30T10:11:12.788+00:00|28587302322180|458
2012-03-30T10:11:12.788+00:00|28587302322180|572
2012-03-30T10:11:12.788+00:00|28587302322180|590
2012-03-30T10:11:12.788+00:00|28587302322180|788
2012-03-30T10:11:12.788+00:00|28587302322180|974
2012-03-30T10:11:12.788+00:00|28587302322180|1184
2012-03-30T10:11:12.788+00:00|28587302322180|1401
2012-03-30T10:11:12.788+00:00|28587302322180|1680
2012-03-30T10:11:12.788+00:00|28587302322180|1984
2012-03-30T10:11:12.788+00:00|28587302322180|1985
2012-03-30T10:11:12.788+00:00|28587302322180|1991
2012-03-30T10:11:12.788+00:00|28587302322180|1992
2012-03-30T10:11:12.788+00:00|28587302322180|1994
2012-03-30T10:11:12.788+00:00|28587302322180|2006
2012-03-30T10:11:12.788+00:00|28587302322180|2017
2012-03-30T10:11:12.788+00:00|28587302322180|2023
2012-03-30T10:11:12.788+00:00|28587302322180|2052
2012-03-30T10:11:12.788+00:00|28587302322180|2056
2012-03-30T10:11:12.788+00:00|28587302322180|2058
2012-03-30T10:11:12.788+00:00|28587302322180|2078
2012-03-30T10:11:12.788+00:00|28587302322180|2777
2012-03-30T10:11:12.788+00:00|28587302322180|2783
2012-03-30T10:11:12.788+00:00|28587302322180|2788
2012-03-30T10:11:12.788+00:00|28587302322180|2796
2012-03-30T10:11:12.788+00:00|28587302322180|2797
2012-03-30T10:11:12.788+00:00|28587302322180|2812
2012-03-30T10:11:12.788+00:00|28587302322180|2827
2012-03-30T10:11:12.788+00:00|28587302322180|2836
2012-03-30T10:11:12.788+00:00|28587302322180|2845
2012-03-30T10:11:12.788+00:00|28587302322180|2859
2012-03-30T10:11:12.788+00:00|28587302322180|2872
2012-03-30T10:11:12.788+00:00|28587302322180|2880
2012-03-30T10:11:12.788+00:00|28587302322180|2929
2012-03-30T10:11:12.788+00:00|28587302322180|2943
2012-03-30T10:11:12.788+00:00|28587302322180|2976
2012-03-30T10:11:12.788+00:00|28587302322180|3011
2012-03-30T10:11:12.788+00:00|28587302322180|3022
2012-03-30T10:11:12.788+00:00|28587302322180|3064
2012-03-30T10:11:12.788+00:00|28587302322180|3087
2012-03-30T10:11:12.788+00:00|28587302322180|5163
2012-03-30T10:11:12.788+00:00|28587302322180|5170
2012-03-30T10:11:12.788+00:00|28587302322180|5193
2012-03-30T10:11:12.788+00:00|28587302322180|5699
2012-03-30T10:11:12.788+00:00|28587302322180|6405
2012-03-30T10:11:12.788+00:00|28587302322180|6993
2012-03-30T10:11:12.788+00:00|28587302322180|6999
2012-03-30T10:11:12.788+00:00|28587302322180|7001
2012-03-30T10:11:12.788+00:00|28587302322180|7010
2012-03-30T10:11:12.788+00:00|28587302322180|7522
2012-03-30T10:11:12.788+00:00|28587302322180|7526
2012-03-30T10:11:12.788+00:00|28587302322180|7564
