creationDate|Person.id|Tag.id
2012-01-12T23:55:02.878+00:00|26388279066641|1916
2010-11-13T15:50:09.443+00:00|10995116277761|461
2010-11-13T15:50:09.443+00:00|10995116277761|592
2010-11-13T15:50:09.443+00:00|10995116277761|1024
2010-11-13T15:50:09.443+00:00|10995116277761|1195
2010-11-13T15:50:09.443+00:00|10995116277761|1548
2010-11-13T15:50:09.443+00:00|10995116277761|1985
2010-11-13T15:50:09.443+00:00|10995116277761|1988
2010-11-13T15:50:09.443+00:00|10995116277761|2034
2010-11-13T15:50:09.443+00:00|10995116277761|2067
2010-11-13T15:50:09.443+00:00|10995116277761|2782
2010-11-13T15:50:09.443+00:00|10995116277761|5117
2010-11-13T15:50:09.443+00:00|10995116277761|5124
2010-11-13T15:50:09.443+00:00|10995116277761|5147
2010-11-13T15:50:09.443+00:00|10995116277761|7603
2010-11-13T15:50:09.443+00:00|10995116277761|13138
2012-04-25T02:31:06.437+00:00|28587302322209|282
2012-04-25T02:31:06.437+00:00|28587302322209|458
2012-04-25T02:31:06.437+00:00|28587302322209|775
2012-04-25T02:31:06.437+00:00|28587302322209|778
2012-04-25T02:31:06.437+00:00|28587302322209|779
2012-04-25T02:31:06.437+00:00|28587302322209|781
2012-04-25T02:31:06.437+00:00|28587302322209|796
2012-04-25T02:31:06.437+00:00|28587302322209|1164
2012-04-25T02:31:06.437+00:00|28587302322209|1446
2012-04-25T02:31:06.437+00:00|28587302322209|1506
2012-04-25T02:31:06.437+00:00|28587302322209|1984
2012-04-25T02:31:06.437+00:00|28587302322209|1988
2012-04-25T02:31:06.437+00:00|28587302322209|2004
2012-04-25T02:31:06.437+00:00|28587302322209|2007
2012-04-25T02:31:06.437+00:00|28587302322209|2011
2012-04-25T02:31:06.437+00:00|28587302322209|2017
2012-04-25T02:31:06.437+00:00|28587302322209|2044
2012-04-25T02:31:06.437+00:00|28587302322209|2051
2012-04-25T02:31:06.437+00:00|28587302322209|2056
2012-04-25T02:31:06.437+00:00|28587302322209|2058
2012-04-25T02:31:06.437+00:00|28587302322209|2065
2012-04-25T02:31:06.437+00:00|28587302322209|2100
2012-04-25T02:31:06.437+00:00|28587302322209|2119
2012-04-25T02:31:06.437+00:00|28587302322209|2778
2012-04-25T02:31:06.437+00:00|28587302322209|2804
2012-04-25T02:31:06.437+00:00|28587302322209|2806
2012-04-25T02:31:06.437+00:00|28587302322209|2819
2012-04-25T02:31:06.437+00:00|28587302322209|2832
2012-04-25T02:31:06.437+00:00|28587302322209|2833
2012-04-25T02:31:06.437+00:00|28587302322209|2846
2012-04-25T02:31:06.437+00:00|28587302322209|2852
2012-04-25T02:31:06.437+00:00|28587302322209|2916
2012-04-25T02:31:06.437+00:00|28587302322209|2945
2012-04-25T02:31:06.437+00:00|28587302322209|2961
2012-04-25T02:31:06.437+00:00|28587302322209|2979
2012-04-25T02:31:06.437+00:00|28587302322209|2990
2012-04-25T02:31:06.437+00:00|28587302322209|3044
2012-04-25T02:31:06.437+00:00|28587302322209|3056
2012-04-25T02:31:06.437+00:00|28587302322209|3059
2012-04-25T02:31:06.437+00:00|28587302322209|3077
2012-04-25T02:31:06.437+00:00|28587302322209|3089
2012-04-25T02:31:06.437+00:00|28587302322209|4955
2012-04-25T02:31:06.437+00:00|28587302322209|5067
2012-04-25T02:31:06.437+00:00|28587302322209|5182
2012-04-25T02:31:06.437+00:00|28587302322209|5196
2012-04-25T02:31:06.437+00:00|28587302322209|6004
2012-04-25T02:31:06.437+00:00|28587302322209|6383
2012-04-25T02:31:06.437+00:00|28587302322209|6413
2012-04-25T02:31:06.437+00:00|28587302322209|6740
2012-04-25T02:31:06.437+00:00|28587302322209|6981
2012-04-25T02:31:06.437+00:00|28587302322209|6985
2012-04-25T02:31:06.437+00:00|28587302322209|7032
2012-04-25T02:31:06.437+00:00|28587302322209|7089
2012-04-25T02:31:06.437+00:00|28587302322209|7218
2012-04-25T02:31:06.437+00:00|28587302322209|7516
2012-04-25T02:31:06.437+00:00|28587302322209|7523
2012-04-25T02:31:06.437+00:00|28587302322209|9063
2012-04-25T02:31:06.437+00:00|28587302322209|9317
2012-04-25T02:31:06.437+00:00|28587302322209|10037
2012-04-25T02:31:06.437+00:00|28587302322209|14791
2012-08-09T21:35:41.016+00:00|32985348833329|3
2012-08-09T21:35:41.016+00:00|32985348833329|139
2012-08-09T21:35:41.016+00:00|32985348833329|470
2012-08-09T21:35:41.016+00:00|32985348833329|580
2012-08-09T21:35:41.016+00:00|32985348833329|1985
2012-08-09T21:35:41.016+00:00|32985348833329|2058
2012-08-09T21:35:41.016+00:00|32985348833329|2777
2012-08-09T21:35:41.016+00:00|32985348833329|2836
2012-08-09T21:35:41.016+00:00|32985348833329|5114
