creationDate|Person.id|Tag.id
2010-10-28T05:49:29.470+00:00|8796093022237|6
2010-10-28T05:49:29.470+00:00|8796093022237|206
2010-10-28T05:49:29.470+00:00|8796093022237|583
2010-10-28T05:49:29.470+00:00|8796093022237|1173
2010-10-28T05:49:29.470+00:00|8796093022237|1180
2010-10-28T05:49:29.470+00:00|8796093022237|1185
2010-10-28T05:49:29.470+00:00|8796093022237|1206
2010-10-28T05:49:29.470+00:00|8796093022237|1910
2010-10-28T05:49:29.470+00:00|8796093022237|1984
2010-10-28T05:49:29.470+00:00|8796093022237|1987
2010-10-28T05:49:29.470+00:00|8796093022237|1989
2010-10-28T05:49:29.470+00:00|8796093022237|2023
2010-10-28T05:49:29.470+00:00|8796093022237|9058
2010-10-28T05:49:29.470+00:00|8796093022237|9102
2010-10-28T05:49:29.470+00:00|8796093022237|9188
2010-10-28T05:49:29.470+00:00|8796093022237|11247
2010-10-28T05:49:29.470+00:00|8796093022237|11377
2011-03-12T15:40:42.861+00:00|15393162788877|8
2011-03-12T15:40:42.861+00:00|15393162788877|775
2011-03-12T15:40:42.861+00:00|15393162788877|1749
2011-03-12T15:40:42.861+00:00|15393162788877|1993
2011-03-12T15:40:42.861+00:00|15393162788877|2011
2011-03-12T15:40:42.861+00:00|15393162788877|2031
2011-03-12T15:40:42.861+00:00|15393162788877|2036
2011-03-12T15:40:42.861+00:00|15393162788877|2040
2011-03-12T15:40:42.861+00:00|15393162788877|2043
2011-03-12T15:40:42.861+00:00|15393162788877|2053
2011-03-12T15:40:42.861+00:00|15393162788877|2059
2011-03-12T15:40:42.861+00:00|15393162788877|2060
2011-03-12T15:40:42.861+00:00|15393162788877|2076
2011-03-12T15:40:42.861+00:00|15393162788877|2088
2011-03-12T15:40:42.861+00:00|15393162788877|2093
2011-03-12T15:40:42.861+00:00|15393162788877|2796
2011-03-12T15:40:42.861+00:00|15393162788877|2807
2011-03-12T15:40:42.861+00:00|15393162788877|2819
2011-03-12T15:40:42.861+00:00|15393162788877|2837
2011-03-12T15:40:42.861+00:00|15393162788877|2843
2011-03-12T15:40:42.861+00:00|15393162788877|2844
2011-03-12T15:40:42.861+00:00|15393162788877|2895
2011-03-12T15:40:42.861+00:00|15393162788877|2975
2011-03-12T15:40:42.861+00:00|15393162788877|3014
2011-03-12T15:40:42.861+00:00|15393162788877|5162
2011-03-12T15:40:42.861+00:00|15393162788877|5176
2011-03-12T15:40:42.861+00:00|15393162788877|6449
2011-03-12T15:40:42.861+00:00|15393162788877|6698
2011-03-12T15:40:42.861+00:00|15393162788877|6982
2011-03-12T15:40:42.861+00:00|15393162788877|7501
2011-03-12T15:40:42.861+00:00|15393162788877|9036
2011-03-12T15:40:42.861+00:00|15393162788877|13459
2011-03-12T15:40:42.861+00:00|15393162788877|13833
2011-05-11T19:46:47.595+00:00|17592186044461|1672
2011-05-11T19:46:47.595+00:00|17592186044461|1749
