creationDate|Person.id|Tag.id
2010-03-21T12:25:42.685+00:00|2199023255594|458
2010-03-21T12:25:42.685+00:00|2199023255594|806
2010-03-21T12:25:42.685+00:00|2199023255594|1668
2010-03-21T12:25:42.685+00:00|2199023255594|1670
2010-03-21T12:25:42.685+00:00|2199023255594|1985
2010-03-21T12:25:42.685+00:00|2199023255594|1993
2010-03-21T12:25:42.685+00:00|2199023255594|2011
2010-03-21T12:25:42.685+00:00|2199023255594|2066
2010-03-21T12:25:42.685+00:00|2199023255594|2785
2010-03-21T12:25:42.685+00:00|2199023255594|2788
2010-03-21T12:25:42.685+00:00|2199023255594|2794
2010-03-21T12:25:42.685+00:00|2199023255594|2898
2010-03-21T12:25:42.685+00:00|2199023255594|2929
2010-03-21T12:25:42.685+00:00|2199023255594|2953
2010-03-21T12:25:42.685+00:00|2199023255594|2968
2010-03-21T12:25:42.685+00:00|2199023255594|2969
2010-03-21T12:25:42.685+00:00|2199023255594|3073
2010-03-21T12:25:42.685+00:00|2199023255594|5115
2010-03-21T12:25:42.685+00:00|2199023255594|5170
2010-03-21T12:25:42.685+00:00|2199023255594|5183
2010-03-21T12:25:42.685+00:00|2199023255594|6976
2010-03-21T12:25:42.685+00:00|2199023255594|8882
2010-03-21T12:25:42.685+00:00|2199023255594|10289
2010-09-17T21:25:01.182+00:00|8796093022234|1566
