creationDate|Forum.id|Person.id|type
2011-10-06T01:23:41.981Z|687194767360|21990232555526|HAS_MODERATOR
2012-05-29T09:47:11.247Z|962072674305|21990232555526|HAS_MODERATOR
2012-07-29T00:15:00.336Z|1030792151042|21990232555526|HAS_MODERATOR
2012-01-27T12:48:57.866Z|824633720836|21990232555526|HAS_MODERATOR
2012-04-12T08:18:07.462Z|893353197573|21990232555526|HAS_MODERATOR
2012-05-13T20:46:43.373Z|962072674310|21990232555526|HAS_MODERATOR
2012-04-06T19:07:03.077Z|893353197575|21990232555526|HAS_MODERATOR
2012-04-05T02:04:04.418Z|893353197577|21990232555526|HAS_MODERATOR
2012-09-08T16:48:12.089Z|1099511627786|21990232555526|HAS_MODERATOR
2012-06-27T19:31:27.129Z|962072674315|21990232555526|HAS_MODERATOR
2012-02-11T14:22:41.990Z|824633720845|21990232555526|HAS_MODERATOR
2012-04-09T21:42:03.730Z|893353197582|21990232555526|HAS_MODERATOR
2011-11-06T14:58:06.267Z|687194767375|21990232555526|HAS_MODERATOR
2010-04-18T01:27:31.494Z|68719476752|2199023255573|HAS_MODERATOR
2012-08-06T10:01:43.641Z|1030792151057|32985348833318|HAS_MODERATOR
2010-01-31T13:13:13.929Z|19|16|HAS_MODERATOR
2011-05-23T06:01:06.143Z|549755813908|16|HAS_MODERATOR
2012-01-20T18:01:47.397Z|824633720853|16|HAS_MODERATOR
2011-12-11T15:06:48.776Z|755914244118|16|HAS_MODERATOR
2011-07-10T15:36:40.808Z|618475290647|16|HAS_MODERATOR
2012-08-29T16:42:37.593Z|1030792151064|16|HAS_MODERATOR
2011-03-13T14:22:54.931Z|481036337177|16|HAS_MODERATOR
2010-06-22T06:17:13.975Z|137438953498|16|HAS_MODERATOR
2010-11-14T23:07:47.147Z|343597383707|16|HAS_MODERATOR
2010-12-25T03:13:44.488Z|343597383708|16|HAS_MODERATOR
2010-05-15T21:53:00.622Z|137438953501|16|HAS_MODERATOR
2010-06-27T09:50:35.718Z|137438953502|16|HAS_MODERATOR
2011-03-31T01:26:54.402Z|481036337183|16|HAS_MODERATOR
2011-01-28T04:20:39.627Z|412316860448|16|HAS_MODERATOR
2011-10-29T08:51:51.173Z|687194767393|16|HAS_MODERATOR
2010-07-22T19:50:41.336Z|206158430242|16|HAS_MODERATOR
2011-08-26T04:06:23.751Z|618475290659|16|HAS_MODERATOR
2010-07-25T17:46:50.767Z|206158430244|16|HAS_MODERATOR
2010-07-23T04:55:59.665Z|206158430245|16|HAS_MODERATOR
2010-03-25T19:46:57.026Z|68719476774|16|HAS_MODERATOR
2012-01-04T10:15:52.478Z|755914244135|16|HAS_MODERATOR
2012-01-22T20:44:40.732Z|824633720872|16|HAS_MODERATOR
2012-03-17T02:47:20.324Z|893353197609|16|HAS_MODERATOR
2012-07-04T01:34:21.380Z|962072674346|16|HAS_MODERATOR
2011-01-11T21:15:43.167Z|412316860459|16|HAS_MODERATOR
2010-03-12T17:40:50.364Z|68719476780|16|HAS_MODERATOR
2012-03-08T22:17:17.324Z|893353197613|16|HAS_MODERATOR
2011-09-29T12:44:32.296Z|687194767406|16|HAS_MODERATOR
2011-09-10T05:08:41.579Z|687194767407|16|HAS_MODERATOR
2011-03-06T19:13:39.912Z|481036337200|16|HAS_MODERATOR
2010-12-19T04:54:06.285Z|343597383729|16|HAS_MODERATOR
2011-08-23T09:53:01.426Z|618475290674|16|HAS_MODERATOR
2010-05-15T15:03:11.734Z|137438953523|16|HAS_MODERATOR
2011-08-19T03:57:05.827Z|618475290676|16|HAS_MODERATOR
2011-11-11T09:19:56.870Z|755914244149|16|HAS_MODERATOR
2012-03-30T10:11:22.788Z|893353197623|28587302322180|HAS_MODERATOR
2012-08-11T12:38:56.343Z|1030792151097|28587302322180|HAS_MODERATOR
2012-06-25T08:41:54.372Z|962072674363|28587302322180|HAS_MODERATOR
2012-05-11T04:01:21.340Z|962072674365|28587302322180|HAS_MODERATOR
2012-04-22T06:09:18.866Z|893353197630|28587302322180|HAS_MODERATOR
2012-05-18T05:01:59.303Z|962072674367|28587302322180|HAS_MODERATOR
2011-02-28T08:13:39.086Z|412316860481|13194139533342|HAS_MODERATOR
2011-04-17T16:50:15.401Z|481036337218|13194139533342|HAS_MODERATOR
2011-05-07T09:02:11.318Z|549755813955|13194139533342|HAS_MODERATOR
2011-12-08T16:56:28.807Z|755914244165|13194139533342|HAS_MODERATOR
2012-04-18T00:51:28.839Z|893353197638|13194139533342|HAS_MODERATOR
2012-06-19T16:34:00.961Z|962072674376|13194139533342|HAS_MODERATOR
2011-04-22T22:07:57.671Z|481036337226|13194139533342|HAS_MODERATOR
2012-04-17T13:55:37.434Z|893353197644|13194139533342|HAS_MODERATOR
2012-07-08T20:43:33.328Z|962072674381|13194139533342|HAS_MODERATOR
2012-01-22T00:24:56.759Z|824633720911|13194139533342|HAS_MODERATOR
2011-12-19T13:09:57.266Z|755914244178|13194139533342|HAS_MODERATOR
2012-03-01T14:02:27.194Z|824633720915|13194139533342|HAS_MODERATOR
2011-07-15T12:11:10.397Z|618475290708|13194139533342|HAS_MODERATOR
2011-08-12T16:25:45.853Z|618475290709|13194139533342|HAS_MODERATOR
2012-04-03T04:02:12.306Z|893353197654|13194139533342|HAS_MODERATOR
2011-07-26T21:04:15.596Z|618475290711|13194139533342|HAS_MODERATOR
2011-06-24T17:12:04.199Z|549755813976|17592186044443|HAS_MODERATOR
2011-09-17T15:09:16.824Z|687194767449|17592186044443|HAS_MODERATOR
2011-12-31T10:38:32.495Z|755914244187|17592186044443|HAS_MODERATOR
2011-09-03T11:22:08.784Z|618475290716|17592186044443|HAS_MODERATOR
2012-01-28T23:55:21.976Z|824633720925|17592186044443|HAS_MODERATOR
2011-07-20T07:15:34.813Z|618475290718|17592186044443|HAS_MODERATOR
2011-08-27T22:07:24.577Z|618475290719|17592186044443|HAS_MODERATOR
2011-10-13T21:46:52.858Z|687194767456|17592186044443|HAS_MODERATOR
2012-09-02T19:18:12.652Z|1030792151137|17592186044443|HAS_MODERATOR
2012-02-15T00:19:22.149Z|824633720930|17592186044443|HAS_MODERATOR
2012-09-03T06:48:40.472Z|1030792151139|17592186044443|HAS_MODERATOR
2012-02-17T07:25:59.880Z|824633720932|17592186044443|HAS_MODERATOR
2011-09-11T14:19:13.843Z|687194767461|17592186044443|HAS_MODERATOR
2012-01-13T20:52:18.000Z|824633720934|17592186044443|HAS_MODERATOR
2012-03-10T19:04:01.752Z|893353197671|17592186044443|HAS_MODERATOR
2012-08-02T17:27:19.546Z|1030792151144|17592186044443|HAS_MODERATOR
2011-12-31T22:07:58.730Z|755914244201|17592186044443|HAS_MODERATOR
2012-08-14T04:53:59.110Z|1030792151146|17592186044443|HAS_MODERATOR
2010-11-21T16:16:36.476Z|343597383788|10995116277783|HAS_MODERATOR
2011-12-10T05:00:10.544Z|755914244205|10995116277783|HAS_MODERATOR
2010-12-25T09:19:27.086Z|343597383790|10995116277783|HAS_MODERATOR
2011-03-03T09:42:44.966Z|412316860527|10995116277783|HAS_MODERATOR
2012-07-19T01:21:29.267Z|1030792151152|10995116277783|HAS_MODERATOR
2012-01-15T09:55:33.149Z|824633720945|10995116277783|HAS_MODERATOR
2012-08-14T10:28:27.565Z|1030792151154|10995116277783|HAS_MODERATOR
2011-02-03T18:12:16.328Z|412316860531|10995116277783|HAS_MODERATOR
2011-08-27T22:52:20.215Z|618475290740|10995116277783|HAS_MODERATOR
2012-03-14T06:10:05.928Z|893353197685|10995116277783|HAS_MODERATOR
2012-03-01T00:28:26.189Z|824633720951|10995116277783|HAS_MODERATOR
2011-12-20T21:04:03.718Z|755914244217|10995116277783|HAS_MODERATOR
2012-03-28T15:57:19.529Z|893353197691|10995116277783|HAS_MODERATOR
2012-06-28T14:45:53.075Z|962072674428|10995116277783|HAS_MODERATOR
2012-07-25T22:06:53.314Z|1030792151165|10995116277783|HAS_MODERATOR
2011-12-28T01:28:14.341Z|755914244222|10995116277783|HAS_MODERATOR
2011-01-24T10:07:39.379Z|412316860544|10995116277783|HAS_MODERATOR
2011-04-14T23:19:26.645Z|481036337281|10995116277783|HAS_MODERATOR
2011-04-10T04:25:31.383Z|481036337282|10995116277783|HAS_MODERATOR
2012-04-13T11:57:19.192Z|893353197699|10995116277783|HAS_MODERATOR
2011-03-23T16:29:29.206Z|481036337284|10995116277783|HAS_MODERATOR
2011-12-02T04:10:33.385Z|755914244229|10995116277783|HAS_MODERATOR
2010-11-13T15:50:19.443Z|343597383814|10995116277761|HAS_MODERATOR
2010-10-28T05:49:39.470Z|274877907079|8796093022237|HAS_MODERATOR
2010-03-24T18:14:14.882Z|68719476873|2199023255557|HAS_MODERATOR
2012-09-09T02:13:47.511Z|1099511627914|35184372088871|HAS_MODERATOR
2011-11-07T16:24:36.837Z|755914244235|24189255811109|HAS_MODERATOR
2010-09-28T17:47:00.451Z|274877907084|8796093022244|HAS_MODERATOR
2012-01-12T23:55:12.878Z|824633720973|26388279066641|HAS_MODERATOR
2011-12-29T07:56:49.032Z|755914244238|24189255811081|HAS_MODERATOR
2011-08-04T04:48:08.173Z|618475290767|19791209299987|HAS_MODERATOR
2012-07-08T15:44:18.124Z|962072674450|19791209299987|HAS_MODERATOR
2012-03-21T10:34:25.041Z|893353197715|19791209299987|HAS_MODERATOR
2012-01-17T19:33:11.294Z|824633720980|19791209299987|HAS_MODERATOR
2011-08-27T10:37:11.537Z|618475290773|19791209299987|HAS_MODERATOR
2011-09-28T03:40:32.906Z|687194767511|19791209299987|HAS_MODERATOR
2012-08-14T04:03:00.463Z|1030792151192|19791209299987|HAS_MODERATOR
2011-12-15T19:50:04.632Z|755914244250|19791209299987|HAS_MODERATOR
2012-06-08T12:39:31.801Z|962072674459|19791209299987|HAS_MODERATOR
2011-09-16T20:42:27.706Z|687194767518|19791209299987|HAS_MODERATOR
2012-02-11T13:01:56.068Z|824633720991|19791209299987|HAS_MODERATOR
2011-02-19T10:23:10.379Z|412316860578|13194139533352|HAS_MODERATOR
2011-08-03T18:12:16.258Z|618475290787|13194139533352|HAS_MODERATOR
2012-01-06T02:47:54.399Z|755914244260|13194139533352|HAS_MODERATOR
2011-09-29T05:27:09.096Z|687194767525|13194139533352|HAS_MODERATOR
2012-05-28T17:35:05.338Z|962072674470|13194139533352|HAS_MODERATOR
2012-07-24T03:12:27.390Z|1030792151207|13194139533352|HAS_MODERATOR
2011-09-03T22:32:26.143Z|618475290792|13194139533352|HAS_MODERATOR
2012-01-25T18:12:50.435Z|824633721001|13194139533352|HAS_MODERATOR
2012-03-18T21:19:17.101Z|893353197738|13194139533352|HAS_MODERATOR
2012-04-08T15:07:15.878Z|893353197739|13194139533352|HAS_MODERATOR
2011-11-11T13:32:31.005Z|755914244268|13194139533352|HAS_MODERATOR
2011-10-21T20:36:58.368Z|687194767533|13194139533352|HAS_MODERATOR
2012-01-29T04:55:43.724Z|824633721006|13194139533352|HAS_MODERATOR
2011-07-06T00:17:58.782Z|549755814063|13194139533352|HAS_MODERATOR
2011-12-11T10:44:06.902Z|755914244272|13194139533352|HAS_MODERATOR
2012-01-25T17:48:50.909Z|824633721009|13194139533352|HAS_MODERATOR
2012-04-28T19:29:32.053Z|893353197746|13194139533352|HAS_MODERATOR
2012-02-27T17:34:10.972Z|824633721011|13194139533352|HAS_MODERATOR
2011-08-19T04:23:59.765Z|618475290804|13194139533352|HAS_MODERATOR
2011-09-30T20:45:11.855Z|687194767541|13194139533352|HAS_MODERATOR
2011-05-23T21:37:07.999Z|549755814070|13194139533352|HAS_MODERATOR
2012-03-21T11:09:25.961Z|893353197751|13194139533352|HAS_MODERATOR
2012-03-20T03:09:42.828Z|893353197752|13194139533352|HAS_MODERATOR
2012-09-05T01:03:36.184Z|1030792151225|32985348833291|HAS_MODERATOR
2012-02-03T03:26:41.722Z|824633721018|26388279066655|HAS_MODERATOR
2010-09-17T21:25:11.182Z|274877907131|8796093022234|HAS_MODERATOR
2011-08-18T05:34:30.335Z|618475290812|8796093022234|HAS_MODERATOR
2011-05-23T20:27:52.310Z|549755814078|8796093022234|HAS_MODERATOR
2011-06-18T16:05:56.932Z|549755814079|8796093022234|HAS_MODERATOR
2011-02-15T09:29:38.987Z|412316860608|8796093022234|HAS_MODERATOR
2011-04-28T11:23:30.082Z|481036337345|8796093022234|HAS_MODERATOR
2010-09-25T07:38:32.157Z|274877907138|8796093022234|HAS_MODERATOR
2011-01-03T19:45:39.956Z|343597383875|8796093022234|HAS_MODERATOR
2010-11-15T22:24:49.790Z|343597383878|8796093022234|HAS_MODERATOR
2011-08-07T16:46:03.517Z|618475290823|8796093022234|HAS_MODERATOR
2011-12-11T06:19:44.094Z|755914244296|8796093022234|HAS_MODERATOR
2011-09-17T02:05:00.625Z|687194767561|8796093022234|HAS_MODERATOR
2010-12-04T06:57:52.596Z|343597383882|8796093022234|HAS_MODERATOR
2011-03-19T09:18:03.211Z|481036337355|8796093022234|HAS_MODERATOR
2012-05-16T10:06:54.176Z|962072674509|8796093022234|HAS_MODERATOR
2010-10-22T04:16:20.804Z|274877907150|8796093022234|HAS_MODERATOR
2012-01-11T03:39:09.456Z|824633721039|8796093022234|HAS_MODERATOR
2011-08-06T03:25:04.701Z|618475290832|8796093022234|HAS_MODERATOR
2012-04-20T03:09:33.181Z|893353197777|8796093022234|HAS_MODERATOR
2012-01-20T02:15:39.131Z|824633721042|8796093022234|HAS_MODERATOR
2011-01-11T10:52:24.731Z|412316860627|8796093022234|HAS_MODERATOR
2012-07-22T06:30:11.538Z|1030792151252|8796093022234|HAS_MODERATOR
2010-11-15T17:15:14.922Z|343597383893|8796093022234|HAS_MODERATOR
2012-05-12T18:56:09.181Z|962072674518|8796093022234|HAS_MODERATOR
2012-04-25T02:31:16.437Z|893353197783|28587302322209|HAS_MODERATOR
2012-05-22T11:58:33.951Z|962072674521|28587302322209|HAS_MODERATOR
2012-08-19T08:54:04.141Z|1030792151258|28587302322209|HAS_MODERATOR
2012-04-27T10:08:10.930Z|893353197787|28587302322209|HAS_MODERATOR
2012-08-13T01:15:13.514Z|1030792151260|28587302322209|HAS_MODERATOR
2012-06-15T00:29:58.569Z|962072674525|28587302322209|HAS_MODERATOR
2011-01-09T19:16:47.913Z|412316860640|13194139533355|HAS_MODERATOR
2010-11-25T20:18:55.744Z|343597383905|10995116277808|HAS_MODERATOR
2012-02-02T06:38:45.973Z|824633721058|10995116277808|HAS_MODERATOR
2011-09-20T15:57:09.678Z|687194767587|10995116277808|HAS_MODERATOR
2012-05-21T13:54:17.475Z|962072674532|10995116277808|HAS_MODERATOR
2010-11-28T18:12:35.422Z|343597383909|10995116277808|HAS_MODERATOR
2012-05-28T09:51:41.438Z|962072674534|10995116277808|HAS_MODERATOR
2012-04-24T09:24:41.498Z|893353197799|10995116277808|HAS_MODERATOR
2012-04-26T12:25:01.717Z|893353197800|10995116277808|HAS_MODERATOR
2012-08-30T22:42:42.464Z|1030792151273|10995116277808|HAS_MODERATOR
2010-12-21T22:02:29.401Z|343597383915|10995116277808|HAS_MODERATOR
2012-06-14T02:30:48.876Z|962072674540|10995116277808|HAS_MODERATOR
2012-01-31T23:33:36.128Z|824633721069|10995116277808|HAS_MODERATOR
2011-08-12T04:59:21.345Z|618475290862|10995116277808|HAS_MODERATOR
2012-08-11T08:18:19.285Z|1030792151279|10995116277808|HAS_MODERATOR
2011-05-03T13:48:12.641Z|481036337392|10995116277808|HAS_MODERATOR
2012-04-24T15:37:49.764Z|893353197809|10995116277808|HAS_MODERATOR
2011-10-03T13:29:25.146Z|687194767602|10995116277808|HAS_MODERATOR
2011-07-24T02:02:19.666Z|618475290867|10995116277808|HAS_MODERATOR
2012-06-17T01:15:39.584Z|962072674548|10995116277808|HAS_MODERATOR
2012-02-24T21:45:47.610Z|824633721077|10995116277808|HAS_MODERATOR
2012-06-21T17:36:42.654Z|962072674550|10995116277808|HAS_MODERATOR
2011-06-26T20:49:54.622Z|549755814135|10995116277808|HAS_MODERATOR
2011-10-15T07:27:04.908Z|687194767608|10995116277808|HAS_MODERATOR
2012-02-29T12:25:21.315Z|824633721081|10995116277808|HAS_MODERATOR
2011-11-05T02:20:55.008Z|687194767610|10995116277808|HAS_MODERATOR
