creationDate|Person.id|Tag.id|type
2011-02-28T08:13:29.086Z|13194139533342|284|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|785|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|1375|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|1991|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2007|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2782|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2806|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2809|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2814|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2825|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2848|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2869|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2884|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2899|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2951|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2979|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2987|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|2989|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|3018|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|3036|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|3069|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|3089|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|3103|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|3108|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|5178|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|5417|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|5456|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|5598|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|5673|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|5766|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|5794|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|5886|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|5947|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|6050|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|6361|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|6363|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|6440|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|6740|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|6817|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|6931|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|6952|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|6962|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|7486|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|7512|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|7522|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|7572|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|8135|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|8138|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|8298|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|8342|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|9203|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|9433|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|10241|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|11235|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|11236|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|11919|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|12444|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|12646|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|12976|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|13163|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|13775|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|14353|HAS_INTEREST
2011-02-28T08:13:29.086Z|13194139533342|15036|HAS_INTEREST
2011-07-26T21:41:34.142Z|19791209299968|410|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|139|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|294|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|458|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|572|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|590|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|788|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|974|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|1184|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|1401|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|1680|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|1984|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|1985|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|1991|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|1992|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|1994|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2006|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2017|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2023|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2052|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2056|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2058|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2078|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2777|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2783|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2788|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2796|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2797|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2812|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2827|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2836|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2845|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2859|HAS_INTEREST
2012-03-30T10:11:12.788Z|28587302322180|2872|HAS_INTEREST
